endereco,latitude,longitude,resale_price,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
"461 HOUGANG AVE 10, HOUGANG, Singapore",1.3727613,103.89462604853301,675000.0,2017-01,HOUGANG,5 ROOM,461,HOUGANG AVE 10,13 TO 15,124.0,Improved,1992.0,74 years 08 months
"940 HOUGANG ST 92, HOUGANG, Singapore",1.3734541500000002,103.87980498099417,575000.0,2017-01,HOUGANG,EXECUTIVE,940,HOUGANG ST 92,01 TO 03,141.0,Apartment,1998.0,80 years 01 month
"538 HOUGANG ST 52, HOUGANG, Singapore",1.3760719,103.88974024999999,605000.0,2017-01,HOUGANG,EXECUTIVE,538,HOUGANG ST 52,01 TO 03,150.0,Maisonette,1992.0,74 years 11 months
"628 HOUGANG AVE 8, HOUGANG, Singapore",1.3748022340125958,103.89788681915137,608888.0,2017-01,HOUGANG,EXECUTIVE,628,HOUGANG AVE 8,04 TO 06,148.0,Maisonette,1986.0,68 years 07 months
"407 HOUGANG AVE 10, HOUGANG, Singapore",1.3784618499999999,103.89674169999999,650000.0,2017-01,HOUGANG,EXECUTIVE,407,HOUGANG AVE 10,01 TO 03,156.0,Maisonette,1986.0,68 years 08 months
"705 HOUGANG AVE 2, HOUGANG, Singapore",1.36578285,103.88798425067569,692000.0,2017-01,HOUGANG,EXECUTIVE,705,HOUGANG AVE 2,10 TO 12,157.0,Maisonette,1986.0,68 years 05 months
"410 PANDAN GDNS, JURONG EAST, Singapore",1.3190026,103.74745328007563,250000.0,2017-01,JURONG EAST,3 ROOM,410,PANDAN GDNS,13 TO 15,72.0,Improved,1979.0,61 years 05 months
"37 TEBAN GDNS RD, JURONG EAST, Singapore",1.32050795,103.74271220034939,250000.0,2017-01,JURONG EAST,3 ROOM,37,TEBAN GDNS RD,04 TO 06,67.0,Improved,1966.0,48 years 09 months
"247 JURONG EAST ST 24, JURONG EAST, Singapore",1.3420966,103.73900814937159,257500.0,2017-01,JURONG EAST,3 ROOM,247,JURONG EAST ST 24,01 TO 03,68.0,New Generation,1983.0,65 years 05 months
"250 JURONG EAST ST 24, JURONG EAST, Singapore",1.34260795,103.73999429844173,260000.0,2017-01,JURONG EAST,3 ROOM,250,JURONG EAST ST 24,04 TO 06,67.0,New Generation,1986.0,68 years 05 months
"231 JURONG EAST ST 21, JURONG EAST, Singapore",1.34116175,103.73804172600836,265000.0,2017-01,JURONG EAST,3 ROOM,231,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1981.0,63 years 05 months
"330 JURONG EAST AVE 1, JURONG EAST, Singapore",1.3505444999999998,103.73008157603886,290000.0,2017-01,JURONG EAST,3 ROOM,330,JURONG EAST AVE 1,07 TO 09,74.0,Model A,1983.0,65 years 06 months
"264 JURONG EAST ST 24, JURONG EAST, Singapore",1.3438668,103.74168028599813,290000.0,2017-01,JURONG EAST,3 ROOM,264,JURONG EAST ST 24,04 TO 06,68.0,New Generation,1983.0,65 years 03 months
"411 PANDAN GDNS, JURONG EAST, Singapore",1.31897845,103.74668868802806,295000.0,2017-01,JURONG EAST,3 ROOM,411,PANDAN GDNS,10 TO 12,72.0,Improved,1979.0,61 years 04 months
"253 JURONG EAST ST 24, JURONG EAST, Singapore",1.3436214,103.7372137,300000.0,2017-01,JURONG EAST,3 ROOM,253,JURONG EAST ST 24,04 TO 06,71.0,New Generation,1985.0,67 years 05 months
"207 JURONG EAST ST 21, JURONG EAST, Singapore",1.33804465,103.74226093601044,302000.0,2017-01,JURONG EAST,3 ROOM,207,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1983.0,65 years 03 months
"115 JURONG EAST ST 13, JURONG EAST, Singapore",1.33980765,103.73555497186109,313000.0,2017-01,JURONG EAST,3 ROOM,115,JURONG EAST ST 13,04 TO 06,67.0,New Generation,1981.0,63 years 04 months
"101 JURONG EAST ST 13, JURONG EAST, Singapore",1.3369092,103.7391973872176,330000.0,2017-01,JURONG EAST,3 ROOM,101,JURONG EAST ST 13,01 TO 03,68.0,New Generation,1983.0,65 years 02 months
"211 JURONG EAST ST 21, JURONG EAST, Singapore",1.33845395,103.74042299342818,330000.0,2017-01,JURONG EAST,3 ROOM,211,JURONG EAST ST 21,04 TO 06,67.0,New Generation,1983.0,65 years 03 months
"339 JURONG EAST AVE 1, JURONG EAST, Singapore",1.3495119,103.73156587378963,336000.0,2017-01,JURONG EAST,3 ROOM,339,JURONG EAST AVE 1,13 TO 15,74.0,Model A,1983.0,65 years 05 months
"62 TEBAN GDNS RD, JURONG EAST, Singapore",1.3215346499999998,103.7434911,362000.0,2017-01,JURONG EAST,4 ROOM,62,TEBAN GDNS RD,07 TO 09,91.0,Model A,2003.0,85 years 06 months
"311 JURONG EAST ST 32, JURONG EAST, Singapore",1.3476338,103.73260034472867,390000.0,2017-01,JURONG EAST,4 ROOM,311,JURONG EAST ST 32,01 TO 03,104.0,Model A,1984.0,66 years 04 months
"112 JURONG EAST ST 13, JURONG EAST, Singapore",1.3393285000000001,103.73609809594677,395000.0,2017-01,JURONG EAST,4 ROOM,112,JURONG EAST ST 13,04 TO 06,90.0,New Generation,1981.0,63 years 05 months
"283 TOH GUAN RD, JURONG EAST, Singapore",1.3391573499999998,103.74670722020048,398000.0,2017-01,JURONG EAST,4 ROOM,283,TOH GUAN RD,01 TO 03,90.0,Model A2,1998.0,80 years 10 months
"310 JURONG EAST ST 32, JURONG EAST, Singapore",1.3480465000000001,103.7335124185243,420000.0,2017-01,JURONG EAST,4 ROOM,310,JURONG EAST ST 32,10 TO 12,105.0,Model A,1985.0,67 years 01 month
"329 JURONG EAST AVE 1, JURONG EAST, Singapore",1.3501471,103.72988888161954,426000.0,2017-01,JURONG EAST,4 ROOM,329,JURONG EAST AVE 1,07 TO 09,104.0,Model A,1983.0,65 years 05 months
"312 JURONG EAST ST 32, JURONG EAST, Singapore",1.34721415,103.73188833651486,450000.0,2017-01,JURONG EAST,4 ROOM,312,JURONG EAST ST 32,13 TO 15,104.0,Model A,1984.0,66 years 07 months
"22 TEBAN GDNS RD, JURONG EAST, Singapore",1.32278185,103.73978960230095,450000.0,2017-01,JURONG EAST,4 ROOM,22,TEBAN GDNS RD,19 TO 21,92.0,Model A,2013.0,95 years 09 months
"265 TOH GUAN RD, JURONG EAST, Singapore",1.3407095,103.74456922503893,470000.0,2017-01,JURONG EAST,4 ROOM,265,TOH GUAN RD,04 TO 06,101.0,Model A,1998.0,80 years 09 months
"272 TOH GUAN RD, JURONG EAST, Singapore",1.3421181500000001,103.74564528559794,490000.0,2017-01,JURONG EAST,4 ROOM,272,TOH GUAN RD,04 TO 06,100.0,Model A,1999.0,81 years 03 months
"268 TOH GUAN RD, JURONG EAST, Singapore",1.3419675500000001,103.74524508151394,507000.0,2017-01,JURONG EAST,4 ROOM,268,TOH GUAN RD,13 TO 15,102.0,Model A,1999.0,81 years 01 month
"288E JURONG EAST ST 21, JURONG EAST, Singapore",1.3402417500000001,103.74391731824042,520000.0,2017-01,JURONG EAST,4 ROOM,288E,JURONG EAST ST 21,10 TO 12,100.0,Model A,2000.0,82 years 02 months
"307 JURONG EAST ST 32, JURONG EAST, Singapore",1.34661835,103.73517513966897,450000.0,2017-01,JURONG EAST,5 ROOM,307,JURONG EAST ST 32,10 TO 12,131.0,Model A,1984.0,66 years 10 months
"405 PANDAN GDNS, JURONG EAST, Singapore",1.3192073999999998,103.74967053479256,518888.0,2017-01,JURONG EAST,5 ROOM,405,PANDAN GDNS,16 TO 18,117.0,Standard,1979.0,61 years 09 months
"111 JURONG EAST ST 13, JURONG EAST, Singapore",1.3387726500000001,103.73564735233461,525000.0,2017-01,JURONG EAST,5 ROOM,111,JURONG EAST ST 13,04 TO 06,120.0,Improved,1981.0,63 years 08 months
"314 JURONG EAST ST 32, JURONG EAST, Singapore",1.34681155,103.73304087960202,538000.0,2017-01,JURONG EAST,5 ROOM,314,JURONG EAST ST 32,10 TO 12,134.0,Model A,1984.0,66 years 06 months
"227 JURONG EAST ST 21, JURONG EAST, Singapore",1.3418045,103.73611022784092,625000.0,2017-01,JURONG EAST,5 ROOM,227,JURONG EAST ST 21,16 TO 18,120.0,Improved,1984.0,66 years 05 months
"45 TEBAN GDNS RD, JURONG EAST, Singapore",1.32022195,103.74118127282183,500000.0,2017-01,JURONG EAST,EXECUTIVE,45,TEBAN GDNS RD,01 TO 03,144.0,Apartment,1986.0,68 years 06 months
"990A JURONG WEST ST 93, JURONG WEST, Singapore",1.3352632,103.69511410909092,240000.0,2017-01,JURONG WEST,2 ROOM,990A,JURONG WEST ST 93,01 TO 03,56.0,Premium Apartment,2008.0,90 years 07 months
"990B JURONG WEST ST 93, JURONG WEST, Singapore",1.3352591500000002,103.69475409578314,258000.0,2017-01,JURONG WEST,2 ROOM,990B,JURONG WEST ST 93,07 TO 09,52.0,Premium Apartment,2008.0,90 years 07 months
"185 BOON LAY AVE, JURONG WEST, Singapore",1.3465804000000001,103.71118223874672,240000.0,2017-01,JURONG WEST,3 ROOM,185,BOON LAY AVE,19 TO 21,59.0,Improved,1975.0,57 years 09 months
"119 HO CHING RD, JURONG WEST, Singapore",1.3350326,103.7243789619132,240000.0,2017-01,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972.0,54 years
"174 BOON LAY DR, JURONG WEST, Singapore",1.3462838000000001,103.70948306178695,245000.0,2017-01,JURONG WEST,3 ROOM,174,BOON LAY DR,04 TO 06,59.0,Improved,1978.0,60 years 06 months
"113 TAO CHING RD, JURONG WEST, Singapore",1.3331840000000001,103.72430627520421,245000.0,2017-01,JURONG WEST,3 ROOM,113,TAO CHING RD,07 TO 09,67.0,Improved,1971.0,53 years 05 months
"176 BOON LAY DR, JURONG WEST, Singapore",1.3473552,103.70999563428578,251000.0,2017-01,JURONG WEST,3 ROOM,176,BOON LAY DR,10 TO 12,59.0,Improved,1978.0,60 years 06 months
"120 HO CHING RD, JURONG WEST, Singapore",1.3351429000000001,103.72392421066033,265000.0,2017-01,JURONG WEST,3 ROOM,120,HO CHING RD,10 TO 12,67.0,Improved,1972.0,54 years
"914 JURONG WEST ST 91, JURONG WEST, Singapore",1.3414134500000001,103.68794967022059,268000.0,2017-01,JURONG WEST,3 ROOM,914,JURONG WEST ST 91,04 TO 06,73.0,Model A,1988.0,70 years 06 months
"421 JURONG WEST ST 42, JURONG WEST, Singapore",1.3502477499999999,103.72716285,269000.0,2017-01,JURONG WEST,3 ROOM,421,JURONG WEST ST 42,07 TO 09,64.0,Simplified,1985.0,67 years 05 months
"908 JURONG WEST ST 91, JURONG WEST, Singapore",1.34051435,103.68638314962686,275000.0,2017-01,JURONG WEST,3 ROOM,908,JURONG WEST ST 91,07 TO 09,73.0,Model A,1989.0,71 years 04 months
"915 JURONG WEST ST 91, JURONG WEST, Singapore",1.3410923000000001,103.68789314425557,275000.0,2017-01,JURONG WEST,3 ROOM,915,JURONG WEST ST 91,04 TO 06,73.0,Model A,1988.0,70 years 06 months
"926 JURONG WEST ST 92, JURONG WEST, Singapore",1.3404980499999999,103.68919640444932,275000.0,2017-01,JURONG WEST,3 ROOM,926,JURONG WEST ST 92,04 TO 06,73.0,Model A,1989.0,71 years
"211 BOON LAY PL, JURONG WEST, Singapore",1.3483569499999999,103.71360219294507,279000.0,2017-01,JURONG WEST,3 ROOM,211,BOON LAY PL,19 TO 21,65.0,Improved,1976.0,58 years 10 months
"517 JURONG WEST ST 52, JURONG WEST, Singapore",1.34561215,103.71949640279902,290000.0,2017-01,JURONG WEST,3 ROOM,517,JURONG WEST ST 52,01 TO 03,74.0,Model A,1983.0,65 years 06 months
"337A TAH CHING RD, JURONG WEST, Singapore",1.3377330500000002,103.72276792152472,470000.0,2017-01,JURONG WEST,4 ROOM,337A,TAH CHING RD,19 TO 21,92.0,Model A,2010.0,92 years 03 months
"530 JURONG WEST ST 52, JURONG WEST, Singapore",1.3485307,103.71549764977479,295000.0,2017-01,JURONG WEST,3 ROOM,530,JURONG WEST ST 52,07 TO 09,67.0,New Generation,1983.0,65 years 07 months
"518 JURONG WEST ST 52, JURONG WEST, Singapore",1.3450541999999999,103.71807550740662,310000.0,2017-01,JURONG WEST,3 ROOM,518,JURONG WEST ST 52,07 TO 09,74.0,Model A,1984.0,66 years 10 months
"511 JURONG WEST ST 52, JURONG WEST, Singapore",1.3498520999999999,103.71747115000001,315000.0,2017-01,JURONG WEST,3 ROOM,511,JURONG WEST ST 52,01 TO 03,79.0,Model A,1984.0,66 years 02 months
"514 JURONG WEST ST 52, JURONG WEST, Singapore",1.347003,103.72049093414475,320000.0,2017-01,JURONG WEST,3 ROOM,514,JURONG WEST ST 52,04 TO 06,74.0,Model A,1984.0,66 years 04 months
"524 JURONG WEST ST 52, JURONG WEST, Singapore",1.3472214999999998,103.71727759999999,355000.0,2017-01,JURONG WEST,3 ROOM,524,JURONG WEST ST 52,07 TO 09,82.0,New Generation,1982.0,64 years 03 months
"813 JURONG WEST ST 81, JURONG WEST, Singapore",1.3459202000000001,103.69604673140424,310000.0,2017-01,JURONG WEST,4 ROOM,813,JURONG WEST ST 81,04 TO 06,104.0,Model A,1990.0,72 years 02 months
"178 YUNG SHENG RD, JURONG WEST, Singapore",1.3353317497917656,103.72126230319671,330000.0,2017-01,JURONG WEST,4 ROOM,178,YUNG SHENG RD,07 TO 09,96.0,Model A,2001.0,83 years 04 months
"854 JURONG WEST ST 81, JURONG WEST, Singapore",1.3477459999999999,103.69597424565012,338000.0,2017-01,JURONG WEST,4 ROOM,854,JURONG WEST ST 81,01 TO 03,108.0,Model A,1996.0,78 years 07 months
"276A JURONG WEST ST 25, JURONG WEST, Singapore",1.3539225,103.70380825000001,340000.0,2017-01,JURONG WEST,4 ROOM,276A,JURONG WEST ST 25,13 TO 15,85.0,Model A2,2002.0,84 years 01 month
"733 JURONG WEST ST 73, JURONG WEST, Singapore",1.34535425,103.70000239824284,340000.0,2017-01,JURONG WEST,4 ROOM,733,JURONG WEST ST 73,01 TO 03,107.0,Model A,1995.0,77 years 05 months
"730 JURONG WEST ST 72, JURONG WEST, Singapore",1.3461351499999998,103.69848125783784,343000.0,2017-01,JURONG WEST,4 ROOM,730,JURONG WEST ST 72,04 TO 06,111.0,Model A,1990.0,72 years 10 months
"273B JURONG WEST AVE 3, JURONG WEST, Singapore",1.3517479,103.70372041764318,345000.0,2017-01,JURONG WEST,4 ROOM,273B,JURONG WEST AVE 3,13 TO 15,90.0,Model A,2001.0,83 years 11 months
"936 JURONG WEST ST 91, JURONG WEST, Singapore",1.3425064,103.68943358552971,345000.0,2017-01,JURONG WEST,4 ROOM,936,JURONG WEST ST 91,07 TO 09,103.0,Model A,1989.0,71 years 03 months
"844 JURONG WEST ST 81, JURONG WEST, Singapore",1.34505405,103.69249097861753,346500.0,2017-01,JURONG WEST,4 ROOM,844,JURONG WEST ST 81,04 TO 06,108.0,Model A,1996.0,78 years 03 months
"720 JURONG WEST AVE 5, JURONG WEST, Singapore",1.3443390499999999,103.69752774829644,348000.0,2017-01,JURONG WEST,4 ROOM,720,JURONG WEST AVE 5,10 TO 12,104.0,Model A,1989.0,71 years 11 months
"750 JURONG WEST ST 73, JURONG WEST, Singapore",1.34745495,103.6998788,350000.0,2017-01,JURONG WEST,4 ROOM,750,JURONG WEST ST 73,04 TO 06,107.0,Model A,1993.0,76 years
"848 JURONG WEST ST 81, JURONG WEST, Singapore",1.3458933499999999,103.69216550877198,350000.0,2017-01,JURONG WEST,4 ROOM,848,JURONG WEST ST 81,07 TO 09,108.0,Model A,1996.0,78 years 02 months
"943 JURONG WEST ST 91, JURONG WEST, Singapore",1.3438455,103.68969487510094,350000.0,2017-01,JURONG WEST,4 ROOM,943,JURONG WEST ST 91,07 TO 09,105.0,Model A,1989.0,71 years 05 months
"153 YUNG HO RD, JURONG WEST, Singapore",1.3274906,103.720930379593,352000.0,2017-01,JURONG WEST,4 ROOM,153,YUNG HO RD,04 TO 06,104.0,Model A,1990.0,72 years 07 months
"833 JURONG WEST ST 81, JURONG WEST, Singapore",1.3436306500000001,103.69445633726579,355000.0,2017-01,JURONG WEST,4 ROOM,833,JURONG WEST ST 81,10 TO 12,106.0,Model A,1993.0,75 years 05 months
"545 JURONG WEST ST 42, JURONG WEST, Singapore",1.3521345999999999,103.71510253764619,360000.0,2017-01,JURONG WEST,4 ROOM,545,JURONG WEST ST 42,04 TO 06,103.0,Model A,1985.0,67 years 02 months
"950 JURONG WEST ST 91, JURONG WEST, Singapore",1.3432863,103.69076301039246,360000.0,2017-01,JURONG WEST,4 ROOM,950,JURONG WEST ST 91,04 TO 06,103.0,Model A,1989.0,71 years 04 months
"747 JURONG WEST ST 73, JURONG WEST, Singapore",1.34745495,103.6998788,362000.0,2017-01,JURONG WEST,4 ROOM,747,JURONG WEST ST 73,04 TO 06,109.0,Model A,1993.0,76 years
"179 YUNG SHENG RD, JURONG WEST, Singapore",1.3337791,103.72081444922381,365000.0,2017-01,JURONG WEST,4 ROOM,179,YUNG SHENG RD,04 TO 06,96.0,Model A,2001.0,83 years 03 months
"756 JURONG WEST ST 74, JURONG WEST, Singapore",1.3492019,103.70061291687763,368000.0,2017-01,JURONG WEST,4 ROOM,756,JURONG WEST ST 74,10 TO 12,110.0,Model A,1996.0,78 years 08 months
"406 JURONG WEST ST 42, JURONG WEST, Singapore",1.35430215,103.72245365567183,368888.0,2017-01,JURONG WEST,4 ROOM,406,JURONG WEST ST 42,07 TO 09,106.0,Model A,1984.0,66 years 07 months
"430 JURONG WEST AVE 1, JURONG WEST, Singapore",1.35183395,103.72573699944908,375000.0,2017-01,JURONG WEST,4 ROOM,430,JURONG WEST AVE 1,07 TO 09,106.0,Model A,1985.0,67 years
"713 JURONG WEST ST 71, JURONG WEST, Singapore",1.34352555,103.69619334465213,378000.0,2017-01,JURONG WEST,4 ROOM,713,JURONG WEST ST 71,10 TO 12,104.0,Model A,1990.0,72 years 10 months
"259 BOON LAY DR, JURONG WEST, Singapore",1.3456039,103.70873493390192,380000.0,2017-01,JURONG WEST,4 ROOM,259,BOON LAY DR,01 TO 03,113.0,Model A,1995.0,77 years 05 months
"450 JURONG WEST ST 42, JURONG WEST, Singapore",1.3518751,103.71723268999176,380000.0,2017-01,JURONG WEST,4 ROOM,450,JURONG WEST ST 42,04 TO 06,103.0,Model A,1985.0,67 years 05 months
"722 JURONG WEST AVE 5, JURONG WEST, Singapore",1.3437391,103.69840696696787,382000.0,2017-01,JURONG WEST,4 ROOM,722,JURONG WEST AVE 5,10 TO 12,104.0,Model A,1990.0,72 years 11 months
"540 JURONG WEST AVE 1, JURONG WEST, Singapore",1.35052745,103.71527874472744,388000.0,2017-01,JURONG WEST,4 ROOM,540,JURONG WEST AVE 1,10 TO 12,103.0,Model A,1984.0,66 years 11 months
"452 JURONG WEST ST 42, JURONG WEST, Singapore",1.35147335,103.71894992408536,392000.0,2017-01,JURONG WEST,4 ROOM,452,JURONG WEST ST 42,04 TO 06,104.0,Model A,1985.0,67 years 01 month
"648D JURONG WEST ST 61, JURONG WEST, Singapore",1.33935755,103.69783724089184,398000.0,2017-01,JURONG WEST,4 ROOM,648D,JURONG WEST ST 61,04 TO 06,91.0,Model A,2001.0,83 years 03 months
"988A JURONG WEST ST 93, JURONG WEST, Singapore",1.33652615,103.69586608430708,400000.0,2017-01,JURONG WEST,4 ROOM,988A,JURONG WEST ST 93,01 TO 03,94.0,Premium Apartment,2008.0,90 years 08 months
"674B JURONG WEST ST 65, JURONG WEST, Singapore",1.34508205,103.70196930719536,410000.0,2017-01,JURONG WEST,4 ROOM,674B,JURONG WEST ST 65,10 TO 12,91.0,Model A,2002.0,84 years 11 months
"330 TAH CHING RD, JURONG WEST, Singapore",1.33775975,103.72425340506899,413000.0,2017-01,JURONG WEST,4 ROOM,330,TAH CHING RD,16 TO 18,103.0,Model A,1997.0,79 years 07 months
"655B JURONG WEST ST 61, JURONG WEST, Singapore",1.3354731499999999,103.69750607396551,415000.0,2017-01,JURONG WEST,4 ROOM,655B,JURONG WEST ST 61,07 TO 09,85.0,Model A2,2002.0,84 years 09 months
"682C JURONG WEST CTRL 1, JURONG WEST, Singapore",1.3433228499999998,103.70555710951373,418000.0,2017-01,JURONG WEST,4 ROOM,682C,JURONG WEST CTRL 1,07 TO 09,95.0,Premium Apartment,2000.0,82 years 08 months
"619 JURONG WEST ST 65, JURONG WEST, Singapore",1.34150755,103.69982102200834,420000.0,2017-01,JURONG WEST,4 ROOM,619,JURONG WEST ST 65,07 TO 09,91.0,Model A,2000.0,82 years 11 months
"657A JURONG WEST ST 65, JURONG WEST, Singapore",1.3354216,103.70029253560725,422000.0,2017-01,JURONG WEST,4 ROOM,657A,JURONG WEST ST 65,13 TO 15,91.0,Model A,2002.0,84 years 03 months
"257 BOON LAY DR, JURONG WEST, Singapore",1.3459063,103.7082000849905,423000.0,2017-01,JURONG WEST,4 ROOM,257,BOON LAY DR,07 TO 09,112.0,Model A,1995.0,77 years 05 months
"640 JURONG WEST ST 61, JURONG WEST, Singapore",1.340166,103.69640615898038,428000.0,2017-01,JURONG WEST,4 ROOM,640,JURONG WEST ST 61,13 TO 15,100.0,Model A,1998.0,80 years 06 months
"664A JURONG WEST ST 64, JURONG WEST, Singapore",1.3390965000000001,103.70314139856748,429000.0,2017-01,JURONG WEST,4 ROOM,664A,JURONG WEST ST 64,07 TO 09,91.0,Model A,2000.0,82 years 06 months
"648B JURONG WEST ST 61, JURONG WEST, Singapore",1.33846485,103.69799918849463,432000.0,2017-01,JURONG WEST,4 ROOM,648B,JURONG WEST ST 61,10 TO 12,91.0,Model A,2001.0,83 years 03 months
"668D JURONG WEST ST 64, JURONG WEST, Singapore",1.3424358477353582,103.70379733068367,433000.0,2017-01,JURONG WEST,4 ROOM,668D,JURONG WEST ST 64,07 TO 09,90.0,Model A2,2000.0,82 years 06 months
"663C JURONG WEST ST 65, JURONG WEST, Singapore",1.33812495,103.70251990938206,433800.0,2017-01,JURONG WEST,4 ROOM,663C,JURONG WEST ST 65,10 TO 12,91.0,Model A,2000.0,82 years 07 months
"602 JURONG WEST ST 62, JURONG WEST, Singapore",1.3392539,103.70024544134904,435000.0,2017-01,JURONG WEST,4 ROOM,602,JURONG WEST ST 62,07 TO 09,95.0,Premium Apartment,2001.0,83 years 01 month
"663D JURONG WEST ST 65, JURONG WEST, Singapore",1.3388205,103.7023430490261,438000.0,2017-01,JURONG WEST,4 ROOM,663D,JURONG WEST ST 65,07 TO 09,91.0,Model A,2000.0,82 years 06 months
"476 JURONG WEST ST 41, JURONG WEST, Singapore",1.34768995,103.72422185232875,440000.0,2017-01,JURONG WEST,4 ROOM,476,JURONG WEST ST 41,10 TO 12,102.0,Model A,1984.0,66 years 08 months
"681C JURONG WEST CTRL 1, JURONG WEST, Singapore",1.34460465,103.70456193950466,445000.0,2017-01,JURONG WEST,4 ROOM,681C,JURONG WEST CTRL 1,10 TO 12,96.0,Premium Apartment,2000.0,82 years 06 months
"987C JURONG WEST ST 93, JURONG WEST, Singapore",1.3366199,103.69512641809648,446000.0,2017-01,JURONG WEST,4 ROOM,987C,JURONG WEST ST 93,16 TO 18,93.0,Premium Apartment,2006.0,88 years 04 months
"934 JURONG WEST ST 91, JURONG WEST, Singapore",1.34229165,103.68841554291058,350000.0,2017-01,JURONG WEST,5 ROOM,934,JURONG WEST ST 91,07 TO 09,122.0,Improved,1988.0,70 years 09 months
"271B JURONG WEST ST 24, JURONG WEST, Singapore",1.3505611,103.70433378742555,362000.0,2017-01,JURONG WEST,5 ROOM,271B,JURONG WEST ST 24,04 TO 06,112.0,Premium Apartment,2003.0,85 years 10 months
"902 JURONG WEST ST 91, JURONG WEST, Singapore",1.33917505,103.68669362399106,400000.0,2017-01,JURONG WEST,5 ROOM,902,JURONG WEST ST 91,04 TO 06,129.0,Improved,1988.0,70 years 07 months
"273C JURONG WEST AVE 3, JURONG WEST, Singapore",1.35195775,103.70416048776542,410000.0,2017-01,JURONG WEST,5 ROOM,273C,JURONG WEST AVE 3,13 TO 15,111.0,Improved,2001.0,83 years 11 months
"272A JURONG WEST ST 24, JURONG WEST, Singapore",1.3502695,103.70521988107902,410000.0,2017-01,JURONG WEST,5 ROOM,272A,JURONG WEST ST 24,04 TO 06,112.0,Premium Apartment,2003.0,85 years 10 months
"821 JURONG WEST ST 81, JURONG WEST, Singapore",1.3470274,103.69432379379894,415000.0,2017-01,JURONG WEST,5 ROOM,821,JURONG WEST ST 81,07 TO 09,121.0,Improved,1990.0,72 years 02 months
"818 JURONG WEST ST 81, JURONG WEST, Singapore",1.345138,103.69520130601984,428000.0,2017-01,JURONG WEST,5 ROOM,818,JURONG WEST ST 81,10 TO 12,126.0,Improved,1993.0,75 years 05 months
"843 JURONG WEST ST 81, JURONG WEST, Singapore",1.3442098,103.69402196097133,428000.0,2017-01,JURONG WEST,5 ROOM,843,JURONG WEST ST 81,01 TO 03,128.0,Improved,1993.0,75 years 05 months
"673C JURONG WEST ST 65, JURONG WEST, Singapore",1.34472155,103.70127682229793,435000.0,2017-01,JURONG WEST,5 ROOM,673C,JURONG WEST ST 65,07 TO 09,111.0,Improved,2002.0,84 years 11 months
"676B JURONG WEST ST 64, JURONG WEST, Singapore",1.34603715,103.70415396421053,436888.0,2017-01,JURONG WEST,5 ROOM,676B,JURONG WEST ST 64,04 TO 06,110.0,Premium Apartment,2008.0,90 years 05 months
"198 BOON LAY DR, JURONG WEST, Singapore",1.3444039,103.71437295563013,458000.0,2017-01,JURONG WEST,5 ROOM,198,BOON LAY DR,13 TO 15,121.0,Standard,1976.0,58 years 10 months
"401 JURONG WEST ST 42, JURONG WEST, Singapore",1.3534743,103.72129072053872,460000.0,2017-01,JURONG WEST,5 ROOM,401,JURONG WEST ST 42,07 TO 09,133.0,Model A,1984.0,66 years 07 months
"675B JURONG WEST ST 64, JURONG WEST, Singapore",1.34581915,103.70373842328422,466000.0,2017-01,JURONG WEST,5 ROOM,675B,JURONG WEST ST 64,10 TO 12,110.0,Premium Apartment,2008.0,90 years 06 months
"605 JURONG WEST ST 62, JURONG WEST, Singapore",1.3385064500000001,103.6995016873155,470000.0,2017-01,JURONG WEST,5 ROOM,605,JURONG WEST ST 62,04 TO 06,115.0,Premium Apartment,2001.0,83 years 03 months
"659A JURONG WEST ST 65, JURONG WEST, Singapore",1.3368419999999999,103.70244539757105,470000.0,2017-01,JURONG WEST,5 ROOM,659A,JURONG WEST ST 65,01 TO 03,110.0,Improved,2001.0,83 years 05 months
"656A JURONG WEST ST 61, JURONG WEST, Singapore",1.33535855,103.69941433778847,480000.0,2017-01,JURONG WEST,5 ROOM,656A,JURONG WEST ST 61,07 TO 09,111.0,Improved,2002.0,84 years 02 months
"653A JURONG WEST ST 61, JURONG WEST, Singapore",1.3368778,103.69660159483345,500000.0,2017-01,JURONG WEST,5 ROOM,653A,JURONG WEST ST 61,10 TO 12,110.0,Improved,2002.0,84 years 10 months
"610 JURONG WEST ST 65, JURONG WEST, Singapore",1.33818785,103.70102996107272,500000.0,2017-01,JURONG WEST,5 ROOM,610,JURONG WEST ST 65,10 TO 12,115.0,Premium Apartment,2001.0,83 years 03 months
"659B JURONG WEST ST 65, JURONG WEST, Singapore",1.33681915,103.70172542879996,504000.0,2017-01,JURONG WEST,5 ROOM,659B,JURONG WEST ST 65,16 TO 18,110.0,Improved,2001.0,83 years 05 months
"683C JURONG WEST ST 64, JURONG WEST, Singapore",1.3433274,103.70467098577859,550000.0,2017-01,JURONG WEST,5 ROOM,683C,JURONG WEST ST 64,16 TO 18,111.0,Premium Apartment,2000.0,82 years 09 months
